TimeStamp,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,targets
2023-05-01 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01 06:00:00+00:00,0.0,0.0,0.0,0.119826,0.123569,0.126431,0.13219,0.14081,0.1500034,0.155172,0.166672,0.12069
2023-05-01 07:00:00+00:00,0.0,0.0,0.0,0.0,0.10977260000000001,0.11925,0.12069,0.1215537,0.1327624,0.1382189,0.149431,0.112069
2023-05-01 08:00:00+00:00,0.0,0.0,0.0,0.07241359999999993,0.106328,0.11062949999999999,0.1160928,0.1215537,0.1241414,0.13247620000000002,0.14081,0.103448
2023-05-01 09:00:00+00:00,0.0,0.0,0.0,0.07241359999999993,0.105176,0.11062949999999999,0.112069,0.12069,0.12069,0.1267189,0.137931,0.103448
2023-05-01 10:00:00+00:00,0.103448,0.113798,0.12011400000000001,0.12069,0.12241740000000001,0.123569,0.12931,0.135052,0.135052,0.1442479,0.152293,0.11781
2023-05-01 11:00:00+00:00,0.103448,0.11178110000000001,0.12069,0.135052,0.1454,0.150862,0.155172,0.158052,0.163793,0.1698229,0.181035,0.14081
2023-05-01 12:00:00+00:00,0.106328,0.12069,0.123569,0.1370673,0.1856312,0.1968365,0.201155,0.204881,0.209776,0.213788,0.232759,0.186776
2023-05-01 13:00:00+00:00,0.0,0.0,0.0,0.0,0.1137964,0.1278705,0.205169,0.212638,0.2224106,0.2307411,0.244259,0.198276
2023-05-01 14:00:00+00:00,0.0488448,0.06293617,0.09713104,0.123274,0.143672,0.158052,0.16608979999999998,0.1778793,0.1885002,0.2048791,0.235638,0.137931
2023-05-01 15:00:00+00:00,-0.0632241,-0.0011499999999999959,0.0,0.0,0.0017275800000000042,0.018681049999999998,0.0344828,0.04970858999999999,0.0614999600000001,0.163793,0.227017,0.0143621
2023-05-01 16:00:00+00:00,-0.172414,-0.1342003,-0.1086244,-0.07443101,-0.03448619999999998,0.00143965,0.01954135999999997,0.054881009999999945,0.11609640000000002,0.12126410000000001,0.201155,-0.0804655
2023-05-01 17:00:00+00:00,-0.247121,-0.2209832,-0.1816108,-0.1517243,-0.12356199999999998,-0.07615515,-0.030465540000000027,-0.002015510000000008,0.013224140000000023,0.07815521000000006,0.235638,-0.13219
2023-05-01 18:00:00+00:00,-0.293103,-0.2821789,-0.2281654,-0.20632760000000003,-0.195983,-0.173845,-0.13621000000000003,-0.05517238000000005,-0.02011037999999996,0.05229824000000001,0.25,-0.183914
2023-05-01 19:00:00+00:00,-0.327586,-0.2850571,-0.25286919999999996,-0.23936369999999998,-0.14655539999999992,-0.04598275,0.0,0.0,0.0,0.009194830000000131,0.255741,-0.189655
2023-05-01 20:00:00+00:00,-0.339086,-0.2629362,-0.23391359999999997,-0.190519,-0.14654839999999997,0.0,0.0,0.0,0.002872420000000041,0.05775343000000001,0.258621,-0.215517
2023-05-01 21:00:00+00:00,-0.284483,-0.2330469,-0.19310019999999997,-0.13850330000000002,-0.11149319999999999,-0.061784450000000005,-0.0488448,-0.02011898000000008,0.026437960000000007,0.13219,0.247121,-0.158052
2023-05-01 22:00:00+00:00,-0.189655,-0.133052,-0.10114827999999998,-0.06206722,-0.04195517999999999,0.0,0.0,0.0,0.006896560000000098,0.09253448000000006,0.232759,-0.106328
2023-05-01 23:00:00+00:00,-0.0862069,-0.026718999999999986,-0.0086207,-0.0008637900000000021,0.0,0.0,0.0,0.011206909999999976,0.05804136000000001,0.11580030000000009,0.229879,-0.0402241
