# observation_id: 12a51eaf-3751-11ee-9ff4-16cf55170a0d
# metadata: https://api.forecastarbiter.com/observations/12a51eaf-3751-11ee-9ff4-16cf55170a0d/metadata
timestamp,value,quality_flag
20220101T00:00:00+0000,0.563404,0
20220101T01:00:00+0000,0.60766,0
20220101T02:00:00+0000,0.542128,0
20220101T03:00:00+0000,0.485958,0
20220101T04:00:00+0000,0.457872,0
20220101T05:00:00+0000,0.457021,0
20220101T06:00:00+0000,0.484255,0
20220101T07:00:00+0000,0.494468,0
20220101T08:00:00+0000,0.445958,0
20220101T09:00:00+0000,0.531064,0
20220101T10:00:00+0000,0.563404,0
20220101T11:00:00+0000,0.60766,0
20220101T12:00:00+0000,0.542128,0
20220101T13:00:00+0000,0.485958,0
20220101T14:00:00+0000,0.457872,0
20220101T15:00:00+0000,0.457021,0
20220101T16:00:00+0000,0.484255,0
20220101T17:00:00+0000,0.494468,0
20220101T18:00:00+0000,0.445958,0
20220101T19:00:00+0000,0.531064,0
20220101T20:00:00+0000,0.506383,0
20220101T21:00:00+0000,0.559149,0
20220101T22:00:00+0000,0.325106,0
20220101T23:00:00+0000,0.537021,0
20220102T00:00:00+0000,0.514043,0
20220102T01:00:00+0000,0.467234,0
20220102T02:00:00+0000,0.699575,0
20220102T03:00:00+0000,0.739574,0
20220102T04:00:00+0000,0.738724,0
20220102T05:00:00+0000,0.787234,0
20220102T06:00:00+0000,0.737872,0
20220102T07:00:00+0000,0.689362,0
20220102T08:00:00+0000,0.603404,0
20220102T09:00:00+0000,0.579574,0
20220102T10:00:00+0000,0.518298,0
20220102T11:00:00+0000,0.473192,0
20220102T12:00:00+0000,0.445958,0
20220102T13:00:00+0000,0.42383,0
20220102T14:00:00+0000,0.414468,0
20220102T15:00:00+0000,0.41617,0
20220102T16:00:00+0000,0.448511,0
20220102T17:00:00+0000,0.475745,0
20220102T18:00:00+0000,0.480851,0
20220102T19:00:00+0000,0.427234,0
20220102T20:00:00+0000,0.60766,0
20220102T21:00:00+0000,0.614468,0
20220102T22:00:00+0000,0.659574,0
20220102T23:00:00+0000,0.579575,0
20220103T00:00:00+0000,0.485958,16386
20220103T01:00:00+0000,0.13617,16386
20220103T02:00:00+0000,0.297021,16386
20220103T03:00:00+0000,0.557447,16386
20220103T04:00:00+0000,0.734468,16386
20220103T05:00:00+0000,0.832341,16402
20220103T06:00:00+0000,0.791489,16402
20220103T07:00:00+0000,0.725958,16402
20220103T08:00:00+0000,0.674042,16402
20220103T09:00:00+0000,0.582979,16402
20220103T10:00:00+0000,0.508085,16402
20220103T11:00:00+0000,0.465532,16402
20220103T12:00:00+0000,0.433192,16402
20220103T13:00:00+0000,0.401702,16402
20220103T14:00:00+0000,0.417021,16402
20220103T15:00:00+0000,0.442553,16402
20220103T16:00:00+0000,0.462979,16402
20220103T17:00:00+0000,0.490213,16402
20220103T18:00:00+0000,0.488511,16386
20220103T19:00:00+0000,0.470638,16386
20220103T20:00:00+0000,0.565106,16386
20220103T21:00:00+0000,0.386383,16386
20220103T22:00:00+0000,-0.295319,16386
20220103T23:00:00+0000,0.193192,16386
20220104T00:00:00+0000,0.109787,16386
20220104T01:00:00+0000,0.092766,16386
20220104T02:00:00+0000,0.106383,16386
20220104T03:00:00+0000,0.522553,16386
20220104T04:00:00+0000,0.777873,16386
20220104T05:00:00+0000,0.860426,16402
20220104T06:00:00+0000,0.787234,16402
20220104T07:00:00+0000,0.75234,16402
20220104T08:00:00+0000,0.674043,16402
20220104T09:00:00+0000,0.58383,16402
20220104T10:00:00+0000,0.519149,16402
20220104T11:00:00+0000,0.475745,16402
20220104T12:00:00+0000,0.426383,16402
20220104T13:00:00+0000,0.410213,16402
20220104T14:00:00+0000,0.415319,16402
20220104T15:00:00+0000,0.445957,16402
20220104T16:00:00+0000,0.468085,16402
20220104T17:00:00+0000,0.49617,16402
20220104T18:00:00+0000,0.375319,16386
