# observation_id: f372e794-3750-11ee-9fa3-16cf55170a0d
# metadata: https://api.forecastarbiter.com/observations/f372e794-3750-11ee-9fa3-16cf55170a0d/metadata
timestamp,value,quality_flag
20220101T06:00:00+0000,0.427098,0
20220101T07:00:00+0000,0.420758,0
20220101T08:00:00+0000,0.392404,0
20220101T09:00:00+0000,0.37938,0
20220101T10:00:00+0000,0.356155,0
20220101T11:00:00+0000,0.339557,0
20220101T12:00:00+0000,0.336791,0
20220101T13:00:00+0000,0.320367,0
20220101T14:00:00+0000,0.322556,0
20220101T15:00:00+0000,0.32198,0
20220101T16:00:00+0000,0.353389,0
20220101T17:00:00+0000,0.35166,0
20220101T18:00:00+0000,0.428539,0
20220101T19:00:00+0000,0.439719,0
20220101T20:00:00+0000,0.482423,0
20220101T21:00:00+0000,0.494525,0
20220101T22:00:00+0000,0.480406,0
20220101T23:00:00+0000,0.519364,0
20220102T00:00:00+0000,0.511295,0
20220102T01:00:00+0000,0.499481,0
20220102T02:00:00+0000,0.482538,0
20220102T03:00:00+0000,0.471646,0
20220102T04:00:00+0000,0.441909,0
20220102T05:00:00+0000,0.409751,0
20220102T06:00:00+0000,0.347337,0
20220102T07:00:00+0000,0.310281,0
20220102T08:00:00+0000,0.292819,0
20220102T09:00:00+0000,0.286249,0
20220102T10:00:00+0000,0.286077,0
20220102T11:00:00+0000,0.290975,0
20220102T12:00:00+0000,0.296104,0
20220102T13:00:00+0000,0.324631,0
20220102T14:00:00+0000,0.355809,0
20220102T15:00:00+0000,0.390618,0
20220102T16:00:00+0000,0.374885,0
20220102T17:00:00+0000,0.356731,0
20220102T18:00:00+0000,0.359843,0
20220102T19:00:00+0000,0.37402,0
20220102T20:00:00+0000,0.365549,0
20220102T21:00:00+0000,0.350968,0
20220102T22:00:00+0000,0.368257,0
20220102T23:00:00+0000,0.401913,0
20220103T00:00:00+0000,0.457469,16386
20220103T01:00:00+0000,0.499654,16402
20220103T02:00:00+0000,0.496427,16402
20220103T03:00:00+0000,0.507492,16402
20220103T04:00:00+0000,0.491471,16402
20220103T05:00:00+0000,0.447153,16402
20220103T06:00:00+0000,0.426982,16402
20220103T07:00:00+0000,0.402086,16402
20220103T08:00:00+0000,0.406178,16402
20220103T09:00:00+0000,0.403124,16402
20220103T10:00:00+0000,0.416321,16402
20220103T11:00:00+0000,0.432284,16402
20220103T12:00:00+0000,0.474873,16402
20220103T13:00:00+0000,0.535039,16402
20220103T14:00:00+0000,0.520862,16386
20220103T15:00:00+0000,0.446,16386
20220103T16:00:00+0000,0.392059,16386
20220103T17:00:00+0000,0.358979,16386
20220103T18:00:00+0000,0.334774,16386
20220103T19:00:00+0000,0.32077,16386
20220103T20:00:00+0000,0.322441,16386
20220103T21:00:00+0000,0.319848,16386
20220103T22:00:00+0000,0.353907,16386
20220103T23:00:00+0000,0.375,16386
20220104T00:00:00+0000,0.445712,16386
20220104T01:00:00+0000,0.487552,16402
20220104T02:00:00+0000,0.468764,16402
20220104T03:00:00+0000,0.44796,16402
20220104T04:00:00+0000,0.412863,16402
20220104T05:00:00+0000,0.405083,16402
20220104T06:00:00+0000,0.375346,16402
20220104T07:00:00+0000,0.363935,16402
20220104T08:00:00+0000,0.356213,16402
20220104T09:00:00+0000,0.35944,16402
20220104T10:00:00+0000,0.360592,16402
20220104T11:00:00+0000,0.373329,16402
20220104T12:00:00+0000,0.401971,16402
20220104T13:00:00+0000,0.44698,16402
20220104T14:00:00+0000,0.453031,16386
20220104T15:00:00+0000,0.387909,16386
20220104T16:00:00+0000,0.362494,16386
20220104T17:00:00+0000,0.334716,16386
20220104T18:00:00+0000,0.31518,16386
20220104T19:00:00+0000,0.296623,16386
20220104T20:00:00+0000,0.292877,16386
20220104T21:00:00+0000,0.290514,16386
20220104T22:00:00+0000,0.308264,16386
20220104T23:00:00+0000,0.336849,16386
20220105T00:00:00+0000,0.407907,16386
20220105T01:00:00+0000,0.420009,16402
20220105T02:00:00+0000,0.422718,16402
20220105T03:00:00+0000,0.422891,16402
20220105T04:00:00+0000,0.391136,16402
20220105T05:00:00+0000,0.363128,16402
20220105T06:00:00+0000,0.33973,16402
20220105T07:00:00+0000,0.317485,16402
20220105T08:00:00+0000,0.314488,16402
20220105T09:00:00+0000,0.315526,16402
20220105T10:00:00+0000,0.314949,16402
20220105T11:00:00+0000,0.33414,16402
20220105T12:00:00+0000,0.368776,16402
20220105T13:00:00+0000,0.415917,16402
20220105T14:00:00+0000,0.426291,16386
20220105T15:00:00+0000,0.357711,16386
20220105T16:00:00+0000,0.33074,16386
20220105T17:00:00+0000,0.304345,16386
20220105T18:00:00+0000,0.290341,16386
20220105T19:00:00+0000,0.302271,16386
20220105T20:00:00+0000,0.299331,16386
20220105T21:00:00+0000,0.302732,16386
20220105T22:00:00+0000,0.335177,16386
20220105T23:00:00+0000,0.388601,16386
20220106T00:00:00+0000,0.415284,16386
20220106T01:00:00+0000,0.41903,16402
20220106T02:00:00+0000,0.419721,16402
20220106T03:00:00+0000,0.42024,16402
20220106T04:00:00+0000,0.386584,16402
