TimeStamp,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,targets
2023-05-01 11:00:00+00:00,0.413617,0.4487662,0.4594048,0.47208469999999997,0.4742132,0.477447,0.4798298,0.4828083,0.485958,0.4930213,0.538723,0.494468
2023-05-01 12:00:00+00:00,0.394894,0.4218726,0.42961679999999997,0.4387235,0.445617,0.446809,0.449362,0.4530213,0.4563404,0.4682553,0.490213,0.454468
2023-05-01 13:00:00+00:00,0.377021,0.3996596,0.410213,0.4165104,0.422979,0.4259575,0.428936,0.4302976,0.4342132,0.4443401,0.468085,0.446809
2023-05-01 14:00:00+00:00,0.385532,0.4047665,0.4154892,0.4228088,0.42944659999999996,0.4327665,0.437447,0.4396596,0.4444254,0.4468941,0.47234,0.44766
2023-05-01 15:00:00+00:00,0.404255,0.4200855,0.4309784,0.4409361,0.4514044,0.4578725,0.461277,0.4640002,0.4691064,0.4750642,0.51149,0.481702
2023-05-01 16:00:00+00:00,0.42383,0.4322549,0.45123420000000003,0.4559998,0.4607664,0.470638,0.47557479999999996,0.483404,0.4939574,0.5006813,0.508085,0.510638
2023-05-01 17:00:00+00:00,0.34383,0.37480840000000004,0.3867234,0.3990639,0.4056172,0.4131915,0.419234,0.428936,0.4369364,0.4675745,0.501277,0.379574
2023-05-01 18:00:00+00:00,0.0442554,0.07114911000000002,0.08970224,0.1069787,0.11727680000000001,0.150638,0.19642559999999998,0.22127659999999996,0.2740424000000001,0.3535324,0.470638,0.0680852
2023-05-01 19:00:00+00:00,-0.247659,-0.19438339999999998,-0.16629779999999997,-0.1271487,-0.09787233999999999,-0.0812765,-0.013787100000000004,0.020425679999999974,0.09123420000000008,0.1483403,0.422128,-0.198298
2023-05-01 20:00:00+00:00,-0.46383,-0.369191,-0.35217,-0.32144670000000003,-0.27642539999999993,-0.231489,-0.2078298,-0.1281701300000002,-0.0025530399999997826,0.13421310000000006,0.268085,-0.253617
2023-05-01 21:00:00+00:00,-0.664681,-0.5177014999999999,-0.5022974,-0.4623826,-0.3754893999999999,-0.328936,-0.2869782,-0.20910650000000014,-0.062127479999999534,0.19038300000000005,0.385532,0.00851084
2023-05-01 22:00:00+00:00,-0.694468,-0.5535315,-0.536851,-0.5022124,-0.44119119999999995,-0.4029785,-0.35080800000000006,-0.15123380000000014,0.024000000000000077,0.22306410000000002,0.49617,0.246809
2023-05-01 23:00:00+00:00,-0.707234,-0.6091909,-0.5601702,-0.4924252,-0.465191,-0.4272335,-0.3167658000000001,-0.17557410000000015,-0.0549785599999999,0.14144740000000003,0.476596,0.0238299
2023-05-02 00:00:00+00:00,-0.715744,-0.5954038,-0.5405954000000001,-0.5028932,-0.45753199999999994,-0.374468,-0.2992338000000001,-0.21131940000000013,-0.0245105779999999,0.11770250000000003,0.415319,0.186383
2023-05-02 01:00:00+00:00,-0.498723,-0.4162556,-0.39744619999999997,-0.2861271,-0.21957439999999998,-0.18765949999999998,-0.11404260000000002,-0.06910623000000005,0.09548948000000021,0.24399980000000002,0.47234,0.454468
2023-05-02 02:00:00+00:00,-0.262128,-0.17480849999999998,-0.12459559999999999,-0.08246802000000002,0.00953198800000002,0.07829795,0.1125106,0.1362549999999999,0.2107232000000001,0.29991480000000004,0.537021,0.553192
2023-05-02 03:00:00+00:00,0.078298,0.16417070000000003,0.20936160000000004,0.2320854,0.29225500000000004,0.3123405,0.3797446,0.4380427,0.4551490000000001,0.48953220000000003,0.619575,0.53617
2023-05-02 04:00:00+00:00,0.486809,0.5372771000000001,0.5547238,0.5751488,0.5865532,0.588936,0.594043,0.6126809,0.6372770000000001,0.6565105,0.691915,0.622128
