TimeStamp,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,targets
2023-05-01 08:00:00+00:00,0.244267,0.2539376,0.309167,0.33237669999999997,0.3447926,0.384058,0.403036,0.4114478,0.42373120000000003,0.44069729999999996,0.467745,0.261437
2023-05-01 09:00:00+00:00,0.240816,0.2494829,0.30333160000000003,0.3366861,0.3469312,0.38191450000000005,0.3963472,0.4171253,0.42842100000000005,0.4444402,0.46681,0.259425
2023-05-01 10:00:00+00:00,0.231577,0.2538336,0.31272140000000004,0.3417747,0.3559852,0.387383,0.40964860000000003,0.43423959999999995,0.4490714,0.46075,0.490298,0.26031
2023-05-01 11:00:00+00:00,0.237608,0.2699004,0.3220772,0.3604298,0.3840306,0.405875,0.4304486,0.4557088,0.4730984000000001,0.4910199,0.534399,0.275603
2023-05-01 12:00:00+00:00,0.245483,0.28578149999999997,0.35527200000000003,0.3933984,0.41828940000000003,0.468542,0.4759908,0.516292,0.5453264000000001,0.5586633,0.602251,0.334578
2023-05-01 13:00:00+00:00,0.272732,0.3266309,0.3966212,0.4631495,0.4836786,0.5180785,0.558337,0.5997113,0.6358994,0.6592392,0.686394,0.401848
2023-05-01 14:00:00+00:00,0.311688,0.3817494,0.448039,0.5145333,0.5324284,0.561906,0.5846344,0.6382764999999999,0.6633986000000001,0.6946222000000001,0.732088,0.418253
2023-05-01 15:00:00+00:00,0.296666,0.35775460000000003,0.45814320000000003,0.4958395,0.530671,0.5436865,0.569373,0.5933042,0.639577,0.6615785000000001,0.708898,0.378392
2023-05-01 16:00:00+00:00,0.247985,0.3377781,0.402206,0.45594379999999995,0.5040006000000001,0.5378565,0.5461931999999999,0.5632643,0.612095,0.6361648,0.65511,0.365638
2023-05-01 17:00:00+00:00,0.216216,0.27514120000000003,0.3637978,0.45131869999999996,0.469167,0.5030775000000001,0.5358882,0.5450197,0.5523132,0.5954124,0.629556,0.36936
2023-05-01 18:00:00+00:00,0.184741,0.22137220000000002,0.31777400000000006,0.38276119999999997,0.44080700000000006,0.468422,0.5036894,0.5310494,0.53679,0.5505634,0.632837,0.384589
2023-05-01 19:00:00+00:00,0.163674,0.1953587,0.26543100000000003,0.3598133,0.3859638,0.4134945,0.4468154,0.4915312,0.5035968,0.5497118,0.614894,0.253753
2023-05-01 20:00:00+00:00,0.163099,0.19436080000000003,0.250246,0.3254919,0.37011700000000003,0.395038,0.41937119999999994,0.4507537,0.48844540000000003,0.5154211,0.614339,0.338072
2023-05-01 21:00:00+00:00,0.185546,0.2034583,0.2274474,0.3193412,0.33157040000000004,0.3614455,0.3901756,0.415676,0.44856240000000014,0.5146842,0.585482,0.253455
2023-05-01 22:00:00+00:00,0.195643,0.2318929,0.27832300000000004,0.3055584,0.3321334,0.38911700000000005,0.40504939999999995,0.4374326999999999,0.4867998,0.5078355,0.591292,0.264635
2023-05-01 23:00:00+00:00,0.265036,0.2895332,0.2994808,0.3537812,0.3739794,0.412475,0.4393976,0.4570322,0.5245097999999999,0.5507842,0.627326,0.329496
2023-05-02 00:00:00+00:00,0.319692,0.3396418,0.35769660000000003,0.3993884,0.4340656,0.4487595,0.4640592,0.48399619999999993,0.5320322000000001,0.5713488999999999,0.650602,0.377798
2023-05-02 01:00:00+00:00,0.389534,0.39298350000000004,0.4128468,0.4432623,0.46621419999999997,0.49108300000000005,0.5103404,0.524184,0.5545252,0.5955145000000001,0.631201,0.407333
2023-05-02 02:00:00+00:00,0.404945,0.4173843,0.4360658,0.4596455,0.48490500000000003,0.5171015,0.5247786,0.5341962,0.5625398000000001,0.5967774,0.644896,0.425073
2023-05-02 03:00:00+00:00,0.400021,0.4235085,0.44984460000000004,0.4612624,0.49684700000000004,0.5135985,0.5401892,0.5554464999999998,0.5827914,0.6025886,0.644286,0.434864
2023-05-02 04:00:00+00:00,0.380262,0.4027348,0.42304640000000004,0.4437524,0.4584694,0.48511,0.517307,0.5399989000000001,0.5424194,0.5511656,0.594889,0.393595
2023-05-02 05:00:00+00:00,0.326055,0.3516595,0.3739042,0.4060474,0.4200184,0.447153,0.4712686,0.4841775,0.4892944,0.4966616,0.546135,0.347324
2023-05-02 06:00:00+00:00,0.282007,0.29897999999999997,0.3237822,0.363338,0.3719932,0.393273,0.4248518,0.4375138,0.44652620000000004,0.4594871,0.498226,0.289572
2023-05-02 07:00:00+00:00,0.262231,0.2735862,0.29179839999999996,0.3361674,0.3529024,0.3802195,0.4015852,0.4178952,0.4338706,0.4465308,0.488661,0.271516
2023-05-02 08:00:00+00:00,0.244267,0.2539376,0.2822648,0.3272662,0.3433564,0.364518,0.3956176,0.4090853,0.42373120000000003,0.44069729999999996,0.467745,0.264643
2023-05-02 09:00:00+00:00,0.240816,0.2494829,0.2773902,0.3273783,0.345217,0.3650155,0.3929742,0.4171253,0.42842100000000005,0.4444402,0.46681,0.251785
2023-05-02 10:00:00+00:00,0.231577,0.2538336,0.29422020000000004,0.3312143,0.3487858,0.36926749999999997,0.4066726,0.43423959999999995,0.4490714,0.46075,0.490298,0.265836
2023-05-02 11:00:00+00:00,0.237608,0.2699004,0.3112342,0.34995139999999997,0.379022,0.39136550000000003,0.4294478,0.4557088,0.4730984000000001,0.4910199,0.534399,0.283683
2023-05-02 12:00:00+00:00,0.245483,0.28578149999999997,0.34880680000000003,0.3826555,0.41449980000000003,0.451867,0.4759908,0.516292,0.5453264000000001,0.5586633,0.602251,0.337068
2023-05-02 13:00:00+00:00,0.272732,0.3266309,0.3966212,0.44743869999999997,0.4787614,0.5180785,0.558337,0.5997113,0.6358994,0.6592392,0.686394,0.403697
2023-05-02 14:00:00+00:00,0.311688,0.3817494,0.4271794,0.495345,0.5258914,0.5529605,0.5846344,0.6382764999999999,0.6633986000000001,0.6946222000000001,0.732088,0.429122
2023-05-02 15:00:00+00:00,0.296666,0.35775460000000003,0.4354626,0.4834295,0.5130708,0.538663,0.5557118,0.5813299,0.639577,0.6615785000000001,0.708898,0.409318
2023-05-02 16:00:00+00:00,0.247985,0.3377781,0.39386200000000005,0.45085149999999996,0.4676238,0.5339565,0.5411282,0.559912,0.5746910000000002,0.6361648,0.65511,0.368287
2023-05-02 17:00:00+00:00,0.216216,0.27514120000000003,0.36086180000000007,0.4253355,0.4641754,0.499537,0.5267032,0.5409572,0.551875,0.5954124,0.629556,0.344812
2023-05-02 18:00:00+00:00,0.184741,0.22137220000000002,0.31777400000000006,0.3795202,0.41650200000000004,0.468422,0.5036894,0.5310494,0.53679,0.5505634,0.632837,0.288493
2023-05-02 19:00:00+00:00,0.163674,0.1953587,0.256241,0.33919099999999996,0.37863040000000003,0.4029595,0.4468154,0.4915312,0.5035968,0.5497118,0.614894,0.249636
2023-05-02 20:00:00+00:00,0.163099,0.19436080000000003,0.250246,0.3254919,0.34749640000000004,0.3946975,0.41937119999999994,0.4507537,0.48844540000000003,0.5154211,0.614339,0.260855
2023-05-02 21:00:00+00:00,0.185546,0.2034583,0.2274474,0.29843069999999994,0.3273394,0.35231199999999996,0.3901756,0.415676,0.44856240000000014,0.5146842,0.585482,0.26997
2023-05-02 22:00:00+00:00,0.195643,0.2318929,0.261487,0.3055584,0.3321334,0.38911700000000005,0.40504939999999995,0.4374326999999999,0.4867998,0.5078355,0.591292,0.295122
2023-05-02 23:00:00+00:00,0.265036,0.2895332,0.2994808,0.3440329,0.3739794,0.412475,0.4393976,0.4570322,0.5245097999999999,0.5507842,0.627326,0.334734
